1,8007
2,6746
3,14434
4,14640
5,14541
6,14289
7,14043
8,9949
9,7371
10,13484
11,13227
12,12118
13,12199
14,13438
15,10043
16,7253
17,13625
18,13858
19,13363
20,13718
21,14021
22,8827
23,6518
24,10560
25,8491
26,10511
27,11601
28,12627
29,9979
30,7347
31,13293
32,13196
33,12652
34,11977
35,13894
36,11438
37,8098
38,14503
39,12828
40,14163
41,15042
42,15762
43,12666
44,7788
45,15274
46,15033
47,15495
48,15547
49,15062
50,13544
51,9122
52,15710
53,15739
54,15279
55,14688
56,15578
57,13175
58,8634
59,15344
60,15325
61,16182
62,15966
63,17287
64,12941
65,8604
66,16135
67,16237
68,16900
69,9891
70,9545
71,7568
72,6241
73,16929
74,16697
75,17120
76,17376
77,13670
78,10619
79,7587
80,16471
81,16853
82,17062
83,17698
84,18154
85,13976
86,12082
87,17436
88,18186
89,18515
90,18165
91,18957
92,12191
93,7665
94,16385
95,15933
96,17085
97,16458
98,16685
99,13314
100,9840
101,14410
102,15521
103,15881
104,16019
105,16518
106,13103
107,7993
108,15287
109,16014
110,17542
111,17478
112,17798
113,13976
114,10471
115,17441
116,17684
117,17731
118,17776
119,17564
120,11114
121,8629
122,13738
123,11753
124,13178
125,14373
126,15249
127,13409
128,10939
129,16999
130,18224
131,18106
132,18128
133,18722
134,17942
135,12509
136,18137
137,18802
138,18251
139,14645
140,17665
141,15354
142,11906
143,17481
144,18758
145,19992
146,19028
147,19350
148,15894
149,13768
150,18306
151,18557
152,19062
153,18973
154,18996
155,17445
156,16951
157,17863
158,17718
159,17400
160,18191
161,18232
162,13283
163,9240
164,16602
165,17261
166,16748
167,17064
168,17712
169,14785
170,12301
171,15783
172,16278
173,16521
174,16538
175,17048
176,14278
177,12502
178,15869
179,15068
180,15279
181,16081
182,15778
183,13147
184,11405
185,14878
186,15123
187,14341
188,13443
189,11440
190,10861
191,7279
192,15140
193,14164
194,10036
195,10102
196,13031
197,9811
198,8957
199,13170
200,13365
201,13482
202,13741
203,13896
204,12195
205,10809
206,13763
207,14358
208,14613
209,14528
210,14495
211,12409
212,11192
213,14557
214,14595
215,14497
216,14342
217,14543
218,12620
219,11309
220,13792
221,14377
222,14052
223,12496
224,14389
225,12232
226,10480
227,12100
228,14643
229,14324
230,14303
231,14285
232,11766
233,11374
234,13905
235,14221
236,13430
237,11978
238,13569
239,11309
240,10239
241,14062
242,13968
243,12984
244,13984
245,14613
246,11835
247,8868
248,13768
249,14290
250,14716
251,15116
252,15965
253,13483
254,10924
255,16947
256,16392
257,16998
258,16713
259,18068
260,14317
261,10736
262,17176
263,17405
264,17693
265,16319
266,17206
267,14634
268,11990
269,17790
270,17709
271,17937
272,18522
273,19148
274,15830
275,10901
276,19185
277,19680
278,19644
279,21233
280,20255
281,14491
282,11945
283,19732
284,20412
285,19956
286,20122
287,20561
288,12749
289,10426
290,19640
291,19864
292,19970
293,20200
294,20698
295,16081
296,12606
297,19791
298,19990
299,20261
300,20703
301,19229
302,17779
303,11524
304,19275
305,20205
306,19959
307,19979
308,20561
309,17253
310,12111
311,19017
312,19600
313,19744
314,20045
315,20279
